pl_name,discoverymethod,disc_year,pl_controv_flag,pl_orbper,pl_rade,pl_bmasse,pl_dens,hostname,sy_dist,st_mass,st_spectype,st_lum,st_teff,st_met,st_age
MOA-2010-BLG-477L b,Microlensing,2012,0,,13.6,480.0,1.05,MOA-2010-BLG-477L,2300.0,0.67,,,5950.0,,
HD 216520 b,Radial Velocity,2020,0,35.45,3.18,10.26,1.75,HD 216520,19.552,0.8200000000000001,K2,-0.452,5103.0,-0.16,6.0
HD 158996 b,Radial Velocity,2018,0,820.2,12.3,4449.62,13.1,HD 158996,283.659,1.8,K5 III,3.015,4069.0,-0.2,1.6
HD 68402 b,Radial Velocity,2016,0,1103.0,13.1,975.7381,2.39,HD 68402,78.4293,1.12,G5 IV/V,0.068,5950.0,0.29,2.0
Kepler-577 b,Transit,2016,0,25.69578251,2.55,7.04,2.33,Kepler-577,524.247,0.78,,-0.555,4984.0,-0.14,3.8
K2-4 b,Transit,2015,0,10.003417,2.1,5.06,3.0,K2-4,231.828,0.64,,-0.915,4014.73,-0.12,
Kepler-48 e,Radial Velocity,2014,0,982.0,13.4,657.0,1.5,Kepler-48,306.738,0.88,,-0.34500000000000003,5194.0,0.17,3.14
HD 203387 b,Radial Velocity,2022,0,512.53519584,13.1,1110.49341,2.71,HD 203387,61.7477,2.8200000000000003,,1.8599999999999999,5174.32,0.05,
HD 205158 b,Radial Velocity,2022,0,25.33798092,13.8,123.42834,0.258,HD 205158,86.6159,1.16,,0.653,6133.55,,
HD 116029 c,Radial Velocity,2018,0,907.0,13.7,403.6441,0.863,HD 116029,123.245,1.33,K0,1.063,4951.0,0.18,2.7
HD 156098 c,Radial Velocity,2022,0,7841.58389773,12.8,1661.50392,4.35,HD 156098,48.249,1.29,,1.066,6419.19,0.12,
HD 72659 c,Radial Velocity,2022,0,18207.72098165,12.1,5948.05833,18.4,HD 72659,51.8949,1.09,G2 V,0.376,5932.0,0.014,7.32
HD 80869 b,Radial Velocity,2021,0,1752.92067283,12.8,1797.84225,4.71,HD 80869,85.3951,1.06,G1 V,0.4,5837.0,0.17,
GJ 3323 b,Radial Velocity,2017,0,5.3636,1.23,2.02,5.96,GJ 3323,5.37484,0.16,M4,-2.569,3159.0,-0.27,
GJ 328 b,Radial Velocity,2013,0,4100.0,13.3,731.0,1.71,GJ 328,20.5266,0.6900000000000001,M1,-0.993,3900.0,0.0,
Kepler-1688 b,Transit,2020,0,5.62012,1.262,2.13,5.83,Kepler-1688,567.4468709,0.81,,-0.636,4632.11,-0.046,14.0
Kepler-1689 b,Transit,2020,0,8.483,0.9470000000000001,0.799,5.17,Kepler-1689,294.122,1.02,,-0.016,5731.43,-0.146,2.5
Kepler-1697 b,Transit,2020,0,33.4969,1.26,2.12,5.83,Kepler-1697,247.771,0.75,,-0.588,4681.53,0.034,
Kepler-1785 b,Transit,2021,0,19.58550072,2.7039999999999997,7.77,2.16,Kepler-1785,745.74,0.91,,0.003,5618.0,0.0,0.3
Kepler-1786 b,Transit,2021,0,78.5460968,3.163,10.1,1.75,Kepler-1786,863.909,1.06,,0.159,5808.0,0.14,0.5
Kepler-1784 b,Transit,2021,0,13.59049988,2.799,8.24,2.06,Kepler-1784,883.045,0.89,,-0.121,5442.0,0.1,13.8
Kepler-92 c,Transit,2013,0,26.723,2.6,6.1,1.91,Kepler-92,477.992,1.21,,0.558,5883.0,0.138,5.2
Kepler-1751 b,Transit,2021,0,7.01731014,1.824,3.98,3.6,Kepler-1751,1291.47,0.97,,0.036000000000000004,6052.0,-0.26,1.9
Kepler-1752 b,Transit,2021,0,56.35850143,4.541,18.7,1.1,Kepler-1752,962.888,0.8200000000000001,,-0.398,5446.0,-0.2,7.2
OGLE-2008-BLG-355L b,Microlensing,2014,0,,12.9,1500.0,3.84,OGLE-2008-BLG-355L,6800.0,0.37,,,,,
Kepler-119 c,Transit,2014,0,4.125103,0.92,0.7210000000000001,5.09,Kepler-119,701.996,0.92,,-0.037,5595.0,0.01,3.63
MOA-2013-BLG-220L b,Microlensing,2014,0,,13.2,871.0,2.08,MOA-2013-BLG-220L,6720.0,0.88,,,,,
Kepler-1030 b,Transit,2016,0,19.32952416,2.48,6.71,2.42,Kepler-1030,758.702,0.8,,-0.553,4983.0,-0.01,4.37
USco1556 b,Imaging,2019,0,,12.3,4767.45,14.1,USco1556 A,140.635,0.33,M3.0 V,-1.09,3410.0,,0.007
K2-280 b,Transit,2018,0,19.89526,7.5,37.1,0.48,K2-280,391.537,1.03,,0.14,5500.0,0.33,8.96
HD 73267 b,Radial Velocity,2008,0,1257.99159045,13.0,1325.38828,3.32,HD 73267,50.4093,0.93,G5 V,-0.106,5387.0,0.03,8.14
BD+55 362 b,Radial Velocity,2021,0,265.59,14.0,228.83645,0.45799999999999996,BD+55 362,52.5697,0.91,K3,-0.313,5012.0,0.18,
HD 18742 b,Radial Velocity,2011,0,766.0,13.1,1080.622,2.64,HD 18742,162.685,1.3599999999999999,G8/K0 IV,1.143,4940.0,-0.04,2.3
HD 33564 b,Radial Velocity,2005,0,388.0,12.5,2892.1,8.14,HD 33564,20.9531,1.25,F6 V,0.535,6250.0,-0.12,3.0
HD 4113 b,Radial Velocity,2007,0,526.5239037,13.5,542.78936,1.21,HD 4113,41.8727,1.01,G5,0.08600000000000001,5688.0,0.2,6.4
HD 168443 b,Radial Velocity,1998,0,58.11187301,12.6,2422.83767,6.66,HD 168443,39.6245,0.98,G5,0.382,5491.0,0.04,11.08
HIP 67851 c,Radial Velocity,2015,0,3923.66089514,12.6,2430.61722,6.68,HIP 67851,64.1181,1.9,K0 III,1.207,4890.0,0.0,
HD 217786 b,Radial Velocity,2011,0,1301.36009179,12.3,4402.88762,13.0,HD 217786,55.4847,1.1400000000000001,F8 V,0.276,5966.0,-0.135,7.6
HD 30177 b,Radial Velocity,2002,0,2514.53421506,12.5,2761.28875,7.77,HD 30177,55.5867,0.98,G8 V,0.083,5580.0,0.37,2.525
HD 30177 c,Radial Velocity,2016,0,12085.45185585,12.7,2084.54271,5.59,HD 30177,55.5867,0.98,G8 V,0.084,5580.0,0.33,11.6
HD 151450 c,Radial Velocity,2022,0,18144.7623572,12.8,1634.10971,4.28,HD 151450,43.6002,1.1400000000000001,,0.231,6091.98,,
HD 190360 b,Radial Velocity,2003,0,2854.0,13.4,572.09113,1.31,HD 190360,16.0069,1.0,G V,0.066,5552.0,0.25,8.5
HD 34445 f,Radial Velocity,2017,0,676.8,6.88,37.9,0.64,HD 34445,46.0907,1.07,G0 V,0.303,5836.0,0.14,8.5
K2-138 f,Transit,2017,0,12.75758,2.904,1.63,0.39999999999999997,K2-138,202.585,0.9400000000000001,G8 V,-0.28700000000000003,5356.3,0.14,2.8
K2-138 g,Transit,2021,0,41.96797,3.013,4.32,0.8999999999999999,K2-138,202.585,0.9400000000000001,G8 V,-0.28700000000000003,5356.3,0.14,2.8
K2-146 c,Transit,2019,0,4.00498,2.19,7.49,3.92,K2-146,79.3002,0.33,M3.0 V,-1.824,3385.0,-0.02,5.0
HD 1461 b,Radial Velocity,2010,0,5.77152,2.42,6.44,2.5,HD 1461,23.4534,1.02,G0 V,0.095,5765.0,0.19,7.12
K2-374 c,Transit,2022,0,16.43445,2.213,5.53,2.8,K2-374,359.439,0.73,G3,-0.059000000000000004,5789.0,-0.292,
K2-391 b,Transit,2022,0,4.622654,1.371,2.45,5.22,K2-391,507.94,0.76,G7,0.391,5543.0,-0.543,
Kepler-1085 b,Transit,2016,0,219.3217528,7.22,41.2,0.602,Kepler-1085,1364.53,1.11,,0.079,6000.0,0.08,3.39
Kepler-1085 c,Transit,2020,0,56.7771,3.268,10.7,1.68,Kepler-1085,1364.53,1.05,,0.079,5816.0,0.07,0.3
Kepler-132 c,Transit,2014,0,6.414914,1.28,2.18,5.71,Kepler-132,349.549,0.98,,0.211,6003.0,-0.216,4.37
Kepler-347 b,Transit,2014,0,12.79836,1.97,4.54,3.26,Kepler-347,1298.88,1.05,,0.342,6088.0,0.16,0.3
Kepler-537 b,Transit,2016,0,3.24755522,1.4100000000000001,2.5700000000000003,5.04,Kepler-537,439.4,1.07,,-0.039,5763.0,0.23,1.45
Kepler-313 c,Transit,2014,0,32.273273,2.5700000000000003,7.13,2.31,Kepler-313,1079.3952487,1.08,,0.312,5727.0,0.16,6.61
K2-274 b,Transit,2018,0,14.1330314,2.08,4.98,3.04,K2-274,228.327,0.79,,-0.509,5044.0,-0.16,
K2-90 c,Transit,2016,0,2.900706,1.3,2.24,5.6,K2-90,134.188,0.7000000000000001,,-0.968,4421.98,-0.225,
K2-97 b,Transit,2016,0,8.406726,10.61,152.5584,0.702,K2-97,878.43,1.2,,0.919,4717.0,0.33,7.8
K2-188 c,Transit,2018,0,7.810253,2.83,8.4,2.04,K2-188,446.821,1.06,,0.211,5977.0,-0.01,
CoRoT-4 b,Transit,2008,0,9.20205,13.34,228.83,0.525,CoRoT-4,726.412,1.16,,0.185,6190.0,0.05,1.0
Kepler-1189 b,Transit,2016,0,3.78858982,1.77,3.7800000000000002,3.75,Kepler-1189,782.852,1.11,,0.041,6012.0,0.08,3.39
HD 202696 c,Radial Velocity,2019,0,946.6,,592.43512,,HD 202696,188.546,1.9100000000000001,K0 III-IV,1.369,5040.0,0.02,1.32
Kepler-1045 b,Transit,2016,0,26.41045478,2.69,7.7,2.17,Kepler-1045,942.485,0.86,,-0.334,5301.0,-0.03,4.47
Kepler-107 d,Transit,2014,0,7.95839,0.86,3.8,33.1,Kepler-107,525.997,1.24,,0.364,5854.0,0.321,4.29
Kepler-1735 b,Transit,2021,0,7.71792984,1.194,1.84,5.9399999999999995,Kepler-1735,245.303,0.54,,-1.193,3975.0,-0.34,14.0
Kepler-244 c,Transit,2014,0,9.767292,2.05,4.86,3.1,Kepler-244,1036.49,0.96,,-0.256,5554.0,0.16,0.5
HD 20003 c,Radial Velocity,2019,0,33.9239,3.89,14.44,1.35,HD 20003,41.8316,0.88,G8 V,-0.14300000000000002,5494.0,0.04,
HD 167042 b,Radial Velocity,2007,0,420.77,13.5,540.29,1.21,HD 167042,49.6633,1.72,K1 IV,1.023,5010.0,0.05,2.2
HD 183263 b,Radial Velocity,2004,0,624.87403922,13.1,1102.03602,2.69,HD 183263,54.1955,1.06,G2 IV,0.25,5948.0,0.278,8.13
HD 183263 c,Radial Velocity,2008,0,4667.97840705,12.5,2959.02909,8.33,HD 183263,54.1955,1.06,G2 IV,0.25,5875.99,0.278,4.52
HD 213519 b,Radial Velocity,2022,0,11.12214173,3.05,9.513490000000001,1.8399999999999999,HD 213519,41.0014,1.05,,0.089,5840.0,0.01,
K2-110 b,Transit,2017,0,13.86387,2.56,16.7,5.2,K2-110,116.474,0.75,K3 V,-0.5670000000000001,4950.0,-0.21,8.0
Kepler-1669 c,Transit,2021,0,1.60932005,1.901,4.27,3.41,Kepler-1669,543.444,0.61,,-0.803,4224.0,-0.2,13.9
Kepler-1673 b,Transit,2020,0,33.7888,2.936,8.93,1.94,Kepler-1673,727.187,1.11,,0.179,6014.95,0.228,0.3
Kepler-1664 b,Transit,2020,0,14.386800000000001,3.033,9.45,1.8599999999999999,Kepler-1664,626.691,0.9400000000000001,,0.05,5735.81,0.37,8.2
Kepler-1691 b,Transit,2020,0,3.8482000000000003,1.835,4.02,3.58,Kepler-1691,1267.67,1.11,,0.17500000000000002,6000.0,0.16,0.61
Kepler-1717 b,Transit,2021,0,30.65279961,2.989,9.21,1.8900000000000001,Kepler-1717,1008.79,1.16,,0.593,6200.0,-0.06,0.33
Kepler-1732 b,Transit,2021,0,32.31240082,4.099,15.7,1.25,Kepler-1732,1289.41,1.04,,0.296,5821.0,0.04,2.0
Kepler-1339 b,Transit,2016,0,1.34155513,0.71,0.28500000000000003,4.38,Kepler-1339,371.049,0.9400000000000001,,0.188,5586.0,0.01,5.62
Kepler-668 b,Transit,2016,0,8.35390639,2.7,7.75,2.16,Kepler-668,784.618,0.87,,-0.396,5352.0,-0.06,3.89
K2-273 b,Transit,2018,0,11.7195663,3.05,9.53,1.85,K2-273,308.105,0.89,,-0.353,5161.0,0.2,
Kepler-735 b,Transit,2016,0,11.51516988,2.95,9.01,1.93,Kepler-735,695.059,0.85,,-0.517,5107.0,0.07,4.37
K2-253 b,Transit,2018,0,4.00167,12.67,,,K2-253,876.565,1.08,,-0.077,6027.0,0.0,
K2-284 b,Transit,2018,0,4.795069,2.7800000000000002,8.15,2.08,K2-284,107.272,0.63,,-1.013,4140.0,0.0,0.12
K2-285 b,Transit,2018,0,3.471745,2.59,9.68,3.07,K2-285,154.961,0.8300000000000001,K2 V,-0.422,4975.0,0.0,
Kepler-114 d,Transit,2013,0,11.776,2.5300000000000002,3.9,1.32,Kepler-114,259.533,0.56,M0 V,-0.685,4660.0,0.229,2.69
Kepler-1234 b,Transit,2016,0,11.94014029,2.81,8.3,2.06,Kepler-1234,916.749,0.8,,-0.454,4967.0,0.01,4.37
Kepler-1153 b,Transit,2016,0,1.75583533,1.73,3.64,3.86,Kepler-1153,1119.49,0.91,,-0.28400000000000003,5470.0,0.03,4.57
Kepler-220 c,Transit,2014,0,9.034199,1.57,3.09,4.39,Kepler-220,171.109,0.65,,-0.676,4632.0,-0.17400000000000002,6.0
Kepler-240 c,Transit,2014,0,7.953528,2.2,102.3,52.8,Kepler-240,746.927,0.75,,-0.524,4985.0,0.18,0.9
HD 126525 b,Radial Velocity,2018,0,960.41,10.3,75.32571,0.379,HD 126525,37.6506,0.9,G4 V,-0.04,5638.0,-0.1,9.67
HD 6718 b,Radial Velocity,2009,0,2496.0,13.5,533.9544,1.19,HD 6718,51.3444,1.08,G5 V,0.053,5801.0,-0.03,
OGLE-TR-132 b,Transit,2004,0,1.6898680000000001,13.45,375.02,0.85,OGLE-TR-132,2012.62,1.3,F5 V,0.371,6210.0,0.37,1.2
Kepler-1377 b,Transit,2016,0,0.74092842,1.25,2.1,5.91,Kepler-1377,1146.1,0.86,,-0.293,5218.0,0.05,5.01
Kepler-1171 b,Transit,2016,0,1.44259224,2.56,7.08,2.32,Kepler-1171,573.0,1.58,,0.869,7044.0,-0.01,1.35
Kepler-1207 b,Transit,2016,0,13.68237119,1.62,3.26,4.21,Kepler-1207,1754.19,1.06,,0.638,5909.0,0.05,3.63
Kepler-126 d,Transit,2014,0,100.283134,2.5,6.8,2.39,Kepler-126,237.401,1.18,,0.452,6239.0,-0.07,3.39
Kepler-1283 b,Transit,2016,0,12.9460978,1.9100000000000001,4.31,3.4,Kepler-1283,2921.99,1.16,,0.927,6175.0,0.04,2.88
Kepler-197 e,Transit,2014,0,25.209715,0.91,0.6930000000000001,5.05,Kepler-197,330.575,0.86,,0.222,6004.0,-0.441,5.37
K2-120 b,Transit,2017,0,9.562742,2.01,4.7,3.18,K2-120,289.543874,0.6900000000000001,,-0.664,4349.9,-0.303,
K2-116 b,Transit,2017,0,4.655411,0.6900000000000001,0.257,4.3,K2-116,49.3855,0.6900000000000001,,-0.746,4348.35,0.01,
K2-24 c,Transit,2016,0,42.3391,7.5,15.4,0.19999999999999998,K2-24,170.562,1.07,G9 V,0.158,5625.0,0.34,5.1
HIP 57274 b,Radial Velocity,2011,0,8.1352,2.4,6.3566,2.5300000000000002,HIP 57274,25.8618,0.29,K4 V,0.19,4510.0,0.01,7.87
K2-123 b,Transit,2017,0,30.951524,2.76,8.05,2.1,K2-123,161.555,0.62,,-1.143,4035.0,0.03,
Kepler-154 c,Transit,2014,0,62.303276,2.95,9.01,1.93,Kepler-154,915.212,0.98,,0.033,5690.0,-0.04,4.47
Kepler-389 b,Transit,2014,0,3.244107,1.51,2.89,4.61,Kepler-389,816.559,0.81,,-0.516,5376.0,0.16,4.68
Kepler-626 b,Transit,2016,0,14.48585199,2.29,5.86,2.6799999999999997,Kepler-626,635.643,1.01,,-0.042,5813.0,0.01,5.37
Kepler-545 b,Transit,2016,0,13.24934059,2.69,7.7,2.17,Kepler-545,818.001,1.04,,0.107,5882.0,0.03,4.47
MOA-2009-BLG-266L b,Microlensing,2011,0,2800.0,3.21,10.4,1.73,MOA-2009-BLG-266L,3040.0,0.56,,,,,
Kepler-1903 b,Transit,2021,0,17.0678997,2.286,5.85,2.69,Kepler-1903,1775.44,1.05,,0.292,6347.0,-0.34,0.23
Kepler-1945 b,Transit,2021,0,6.08003998,1.289,2.21,5.67,Kepler-1945,,0.77,,-0.441,4991.0,0.04,
Kepler-176 e,Transit,2016,0,51.16579,1.45,2.7,4.87,Kepler-176,527.321,0.87,,-0.404,5295.0,0.03,4.68
OGLE-2018-BLG-1011L b,Microlensing,2019,0,,13.5,570.0,1.27,OGLE-2018-BLG-1011L,7100.0,0.18,,,,,
Kepler-1942 b,Transit,2021,0,4.62604999,2.117,5.13,2.9699999999999998,Kepler-1942,842.492,0.85,,-0.075,5834.0,-0.5,
HD 221416 b,Transit,2019,0,14.2767,9.17,60.5,0.431,HD 221416,95.5483,1.21,K0 IV/V,0.712,5080.0,-0.08,4.9
LHS 3844 b,Transit,2019,0,0.46292913,1.303,2.25,5.59,LHS 3844,14.8846,0.15,M5,-2.565,3036.0,,
Kepler-294 c,Transit,2014,0,6.6264,2.71,7.8,2.15,Kepler-294,1357.01,0.9500000000000001,,-0.148,5913.0,0.16,0.6
Kepler-228 d,Transit,2014,0,11.094286,4.04,15.4,1.28,Kepler-228,1644.61,0.9500000000000001,,0.111,6043.0,-0.03,0.3
Kepler-23 b,Transit,2011,0,7.1073,1.9,254.3,,Kepler-23,835.756,1.11,,0.362,5760.0,-0.09,6.0
Kepler-251 c,Transit,2014,0,16.514043,2.77,8.1,2.09,Kepler-251,924.625,0.9500000000000001,,-0.17200000000000001,5526.0,-0.02,3.63
Kepler-1623 b,Transit,2016,0,4.36128348,1.31,2.27,5.55,Kepler-1623,837.481,1.0,,-0.17200000000000001,5772.0,0.04,4.27
Kepler-181 b,Transit,2014,0,3.137873,1.27,2.15,5.77,Kepler-181,609.283,0.85,,-0.379,5333.0,-0.023,0.5
Kepler-336 c,Transit,2014,0,9.600001,2.1,5.06,3.0,Kepler-336,768.86,1.09,,0.26,5867.0,0.337,4.9
HIP 54373 c,Radial Velocity,2019,0,15.144,3.5700000000000003,12.44,1.5,HIP 54373,18.7168,0.5700000000000001,K5 V,-1.222,4021.0,,
K2-141 c,Transit,2018,0,7.7485,7.0,7.4,,K2-141,61.8736,0.71,K7 V,-0.75,4599.0,-0.06,6.3
K2-161 b,Transit,2018,0,9.283187999999999,6.117,31.1,0.747,K2-161,916.319,0.99,,0.919,4972.0,-0.03,
Kepler-1809 b,Transit,2021,0,3.7572999,1.513,2.9,4.6,Kepler-1809,409.602,0.81,,-0.47100000000000003,4901.0,0.04,7.0
Kepler-595 b,Transit,2016,0,25.3029092,3.708,17.4,1.88,Kepler-595,643.009,0.93,,-0.34800000000000003,5138.5,0.406,2.7
Kepler-598 c,Transit,2020,0,86.4945,3.024,9.4,1.87,Kepler-598,681.086,0.9,,-0.258,5245.0,0.03,12.3
Kepler-607 b,Transit,2016,0,0.6381632,0.87,0.5900000000000001,4.92,Kepler-607,519.122,0.84,,-0.382,5196.0,-0.02,4.9
Kepler-616 b,Transit,2016,0,9.99761851,2.43,6.48,2.48,Kepler-616,945.775,0.98,,-0.111,5753.0,-0.02,3.89
Kepler-616 c,Transit,2016,0,90.4113556,3.41,11.5,1.5899999999999999,Kepler-616,945.775,0.98,,-0.111,5753.0,-0.02,3.89
Kepler-1856 b,Transit,2021,0,1.30200005,1.734,3.66,3.85,Kepler-1856,848.76,0.78,,-0.331,4948.0,0.14,10.9
Kepler-1705 c,Transit,2021,0,11.28,2.05,5.42,3.528714,Kepler-1705,1633.49,1.1400000000000001,,0.354,6312.0,-0.2,2.59
HD 79181 b,Radial Velocity,2021,0,273.1,14.1,203.41018,0.39899999999999997,HD 79181,103.335,1.28,G8 III,1.79,4862.0,-0.28,
HD 161178 b,Radial Velocity,2021,0,279.3,14.1,181.16219,0.355,HD 161178,107.188,1.06,G9 III,1.751,4786.0,-0.21,
KOI-4777.01,Transit,2014,0,0.41200000000000003,0.51,99.2,,KOI-4777,172.245,0.41000000000000003,,-1.6400000000000001,3515.0,0.1,4.0
OGLE-2018-BLG-1428L b,Microlensing,2021,0,,14.0,240.0,0.481,OGLE-2018-BLG-1428L,6220.0,0.43,,,,,
Kepler-98 b,Transit,2014,0,1.54168,1.99,3.55,2.18,Kepler-98,350.315,0.99,,-0.133,5539.0,0.18,2.79
Kepler-1875 b,Transit,2021,0,34.45859909,3.227,10.5,1.72,Kepler-1875,1660.45,0.9500000000000001,,0.40700000000000003,6161.0,-0.5,0.3
Kepler-1860 b,Transit,2021,0,12.73719978,1.139,1.55,5.77,Kepler-1860,438.703,0.87,,-0.181,5420.0,0.0,0.4
Kepler-1832 b,Transit,2021,0,3.13878989,1.227,2.02,6.01,Kepler-1832,486.174,0.68,,-0.337,5242.0,-0.54,14.0
Kepler-1866 b,Transit,2021,0,11.66009998,2.082,4.99,3.04,Kepler-1866,976.737,1.03,,0.14400000000000002,5791.0,0.16,0.3
OGLE-2015-BLG-1649L b,Microlensing,2019,0,,13.2,807.0,1.93,OGLE-2015-BLG-1649L,4230.0,0.34,,,,,
KOI-351 g,Transit,2013,0,210.60697,8.1,254.264,,KOI-351,848.254,1.2,,0.269,6080.0,-0.12,0.53
Kepler-846 b,Transit,2016,0,19.80792185,2.48,6.71,2.42,Kepler-846,1127.12,0.9400000000000001,,-0.217,5579.0,0.0,4.37
Kepler-416 b,Transit Timing Variations,2014,0,6.319,2.48,58.2,21.0,Kepler-416,690.819,1.0,,0.028,5758.0,0.126,4.9
Kepler-1819 b,Transit,2021,0,16.48690033,3.904,14.5,1.3399999999999999,Kepler-1819,1363.19,1.17,,0.08600000000000001,6090.0,0.21,0.4
Kepler-381 c,Transit,2014,0,13.391635,1.12,1.46,5.71,Kepler-381,267.323,1.2,,0.514,6152.0,-0.202,2.5700000000000003
Kepler-595 c,Transit,2020,0,12.38602,1.009,3.3,17.7,Kepler-595,643.009,0.93,,-0.34800000000000003,5138.5,0.406,2.7
Kepler-1715 b,Transit,2021,0,35.59730148,4.14,16.0,1.24,Kepler-1715,522.605,1.08,,0.417,6212.0,-0.04,0.8200000000000001
Kepler-123 c,Transit,2014,0,26.695073999999998,1.48,2.79,4.73,Kepler-123,1021.66,1.01,,0.41000000000000003,6089.0,-0.03,0.48
Kepler-372 c,Transit,2014,0,20.053763,2.09,5.02,3.02,Kepler-372,1493.95,1.2,,0.321,6509.0,0.16,2.349
Kepler-402 c,Transit,2014,0,6.124821,1.56,3.05,4.41,Kepler-402,625.339,1.15,,0.203,6090.0,-0.08,1.4
Kepler-404 c,Transit,2014,0,14.751166,1.72,3.6100000000000003,3.9,Kepler-404,812.524,0.93,,-0.337,5654.0,-0.04,0.4
Kepler-1744 b,Transit,2021,0,37.10110092,3.768,13.6,1.4,Kepler-1744,1091.63,0.89,,-0.098,5986.0,-0.5,
Kepler-296 e,Transit,2014,0,34.14211,1.53,2.96,4.1,Kepler-296,167.0,0.5,M2 V,-1.569,3740.0,-0.08,4.2
Kepler-310 b,Transit,2014,0,13.930698,1.19,1.81,5.9,Kepler-310,602.268,0.91,,-0.23900000000000002,5797.0,-0.07,1.9
Kepler-1022 b,Transit,2016,0,10.99469878,2.36,6.17,2.58,Kepler-1022,420.042,0.71,,-0.858,4445.0,0.06,3.63
K2-244 b,Transit,2018,0,21.06884,1.75,3.71,3.8,K2-244,212.902,0.86,,-0.11800000000000001,5677.0,-0.29,
Kepler-1849 b,Transit,2021,0,57.29290009,2.387,6.29,2.54,Kepler-1849,631.884,0.71,,-0.662,4806.0,-0.1,13.5
Kepler-1850 b,Transit,2021,0,1.3858000000000001,0.729,0.313,4.44,Kepler-1850,250.199,0.61,,-0.81,4239.0,-0.22,13.8
Kepler-1869 b,Transit,2021,0,8.16736031,1.12,1.46,5.72,Kepler-1869,113.025,0.99,,-0.05,5808.0,-0.06,6.3
Kepler-1870 b,Transit,2021,0,3.60694003,2.101,5.07,3.0,Kepler-1870,407.216,0.96,,-0.226,5508.0,0.07,13.4
Kepler-1871 b,Transit,2021,0,1.95270002,2.422,6.44,2.49,Kepler-1871,854.623,1.02,,0.003,5741.0,0.12,5.7
K2-72 e,Transit,2016,0,24.158868,1.29,2.21,5.66,K2-72,66.4321,0.27,,-1.837,3360.47,,
K2-59 b,Transit,2016,0,20.6921,2.41,6.39,2.51,K2-59,311.313,0.77,,-0.66,5055.0,,
Kepler-1953 b,Transit,2021,0,6.24565983,1.286,2.2,5.6899999999999995,Kepler-1953,605.631,0.79,,-0.63,4858.0,-0.02,
Kepler-1946 b,Transit,2021,0,3.03519011,2.488,6.75,2.41,Kepler-1946,1002.12,0.89,,-0.279,5505.0,-0.04,
Kepler-1965 b,Transit,2021,0,41.86869812,1.354,2.4,5.31,Kepler-1965,521.791,0.93,,-0.076,5852.0,-0.3,
Kepler-1967 b,Transit,2021,0,7.28169012,0.73,0.315,4.45,Kepler-1967,249.102,1.0,,-0.5670000000000001,4970.0,0.32,
Kepler-1916 b,Transit,2021,0,31.25429916,2.618,7.35,2.25,Kepler-1916,2055.82,1.18,,0.214,6246.0,0.07,
Kepler-633 b,Transit,2016,0,8.50340718,1.63,3.29,4.17,Kepler-633,680.54,1.02,,0.16,5899.0,-0.05,6.03
HAT-P-53 b,Transit,2015,0,1.9616240999999999,14.773,471.65972,0.7999999999999999,HAT-P-53,666.802,1.09,,0.217,5956.0,0.0,4.67
TOI-125 b,Transit,2019,0,4.65382,2.726,9.5,2.57,TOI-125,111.059,0.86,K0 V,-0.28500000000000003,5320.0,-0.02,6.8
TOI-532 b,Transit,2021,0,2.3266508,5.82,61.5,1.72,TOI-532,135.047,0.64,,-1.095,3927.0,0.338,7.1
K2-151 b,Transit,2018,0,3.835476,1.49,2.83,4.7,K2-151,69.4798,0.47000000000000003,M1.5 V,-1.553,3695.0,-0.19,
Kepler-1892 b,Transit,2021,0,6.33123016,1.837,4.03,3.57,Kepler-1892,851.595,0.85,,-0.301,5383.0,-0.22,0.5
HD 4760 b,Radial Velocity,2021,0,434.0,12.3,4417.837,13.0,HD 4760,537.873,1.05,K2,2.93,4076.0,-0.91,
HD 68988 c,Radial Velocity,2021,0,16000.0,12.3,4767.4261,14.1,HD 68988,60.8447,1.17,G2 V,0.222,5883.41,0.305,3.4
HD 24085 b,Radial Velocity,2019,0,2.0455,3.46,11.8,1.5699999999999998,HD 24085,54.9004,1.22,G0 V,0.377,6034.0,0.17,
LTT 1445 A c,Transit,2022,0,3.1239035,1.147,1.54,5.57,LTT 1445 A,6.86929,0.26,M2.5V,-2.046,3340.0,-0.34,
TOI-1064 c,Transit,2022,0,12.226574,2.651,2.5,0.771906,TOI-1064,68.0726,0.75,,-0.623,4734.0,0.05,9.4
Kepler-768 b,Transit,2016,0,11.3910025,1.79,3.8600000000000003,3.7,Kepler-768,784.56,0.8200000000000001,,-0.466,5108.0,-0.03,4.57
Kepler-363 b,Transit,2014,0,3.6145680000000002,1.16,1.65,5.81,Kepler-363,762.596,1.1,,0.365,5593.0,0.397,5.25
Kepler-307 c,Transit,2013,0,13.0729,2.2,3.64,1.74,Kepler-307,575.581,0.91,,-0.122,5367.0,0.19,13.5
Kepler-332 c,Transit,2014,0,15.995622000000001,1.09,1.32,5.6,Kepler-332,344.19,0.8,,-0.584,4955.0,-0.1,2.8200000000000003
Kepler-342 d,Transit,2014,0,39.459357,2.49,6.76,2.41,Kepler-342,781.611,1.26,,0.453,6175.0,-0.001,2.04
Kepler-364 b,Transit,2014,0,25.745718,1.55,3.02,4.46,Kepler-364,891.462,1.19,,0.35100000000000003,6108.0,-0.031,0.63
